最新,#genre#
破处之旅(未删减),http://youku1.dianfubang.com/20190825/lOYJ6y6y/index.m3u8
聊斋艳谭1,http://youku1.dianfubang.com/20200118/rX0nNvIh/index.m3u8
欲孽迷宫,http://youku1.dianfubang.com/20190409/SSUFhgMu/index.m3u8
浮世绘：捉奸·通奸·强奸,http://youku1.dianfubang.com/20190322/RInPrNwa/index.m3u8
玉蒲团Ⅳ云雨山莊,http://youku1.dianfubang.com/20190301/tZAP5WtH/index.m3u8
舌尖上的欲望,http://youku1.dianfubang.com/20190928/i5DG8RlS/index.m3u8
欲焰狂情,http://youku1.dianfubang.com/20191209/QhhwdD8O/index.m3u8
野兰花,http://youku1.dianfubang.com/20190408/CGQLvVFs/index.m3u8
把教授玩坏了,http://youku1.dianfubang.com/20190323/JXoMSr82/index.m3u8
新妈妈的礼物：年糕,http://youku1.dianfubang.com/20190323/mG3dwTdC/index.m3u8
纯洁窥探,http://youku1.dianfubang.com/20190319/ELbDm1pC/index.m3u8
大亨艳传,http://youku1.dianfubang.com/20190824/4T19WWEE/index.m3u8
新江山美人,http://youku1.dianfubang.com/20190402/MmfLTyxt/index.m3u8
欲仙欲死的那一天,http://youku1.dianfubang.com/20191213/7ZWY11vd/index.m3u8
性爱告白,http://youku1.dianfubang.com/20200103/aPUT1hvT/index.m3u8
暴行现场,http://youku1.dianfubang.com/20191127/7t44tuxU/index.m3u8
泳装性按摩,http://youku1.dianfubang.com/20190330/Scn1VbYp/index.m3u8
盒装美人/情碎海伦娜,http://youku1.dianfubang.com/20200322/VVzJQk5j/index.m3u8
禁爱纹身,http://youku1.dianfubang.com/20191004/Yjtc964L/index.m3u8
年轻老公年轻爸爸,http://youku1.dianfubang.com/20190928/qqlSSqDd/index.m3u8
办公室撩妹守则,http://youku1.dianfubang.com/20190906/PsOi5Ey7/index.m3u8
做我的奴隶2,http://youku1.dianfubang.com/20191114/7rIyqiio/index.m3u8
性福健身房,http://youku1.dianfubang.com/20190916/ws6JpNcA/index.m3u8
拿开你的手,http://youku1.dianfubang.com/20191116/wtF1EEQ0/index.m3u8
出差夜杀必死,http://youku1.dianfubang.com/20190526/d35QQPLW/index.m3u8
一个可疑的员工,http://youku1.dianfubang.com/20190331/f1vEJi7h/index.m3u8
她的危险性游,http://youku1.dianfubang.com/20190918/SeYHSGJW/index.m3u8
情人、骗子、大盗,http://youku1.dianfubang.com/20190326/6RWshP1N/index.m3u8
恶人之妻的屁股,http://youku1.dianfubang.com/20190411/mZFnlVVX/index.m3u8
花心大坏蛋,http://youku1.dianfubang.com/20200410/CLJVumbV/index.m3u8
食物链,http://youku1.dianfubang.com/20191117/2popAwb0/index.m3u8
美国派(番外篇)6：兄弟会,http://youku1.dianfubang.com/20191124/F7KliXP5/index.m3u8
挡不住的风情,http://youku1.dianfubang.com/20190509/SZICf9Gh/index.m3u8
妖女传说,http://youku1.dianfubang.com/20190907/sCOOfwWa/index.m3u8
湿漉的妻子,http://youku1.dianfubang.com/20190328/CGEz7YSP/index.m3u8
独自一人生活的女人,http://youku1.dianfubang.com/20190417/jYWMhusI/index.m3u8
追狐,http://youku1.dianfubang.com/20191208/hJ51jGOd/index.m3u8
课中坏事/BadClass,http://youku1.dianfubang.com/20190417/r3lJvgQ9/index.m3u8
銭汤童贞风吕屋初体験物,http://youku1.dianfubang.com/20191220/eXzJWFwT/index.m3u8
银娇/恩娇,http://youku1.dianfubang.com/20190529/N4ZfBUwo/index.m3u8
激情摩天轮,http://youku1.dianfubang.com/20190915/1rWlI6hU/index.m3u8
隐秘的乐趣,http://youku1.dianfubang.com/20190327/jdAsP6U2/index.m3u8
妖街皇后,http://youku1.dianfubang.com/20191208/XMWD1uho/index.m3u8
纯情俏妹妹之情欲难耐,http://youku1.dianfubang.com/20190901/0Tj8H8fz/index.m3u8
情迷六月花Henry&June,http://youku1.dianfubang.com/20191117/3urYqT5j/index.m3u8
潘金莲之前世今生,http://youku1.dianfubang.com/20190324/tYYCWERu/index.m3u8
玉蒲团之西厢艳谈,http://youku1.dianfubang.com/20190301/Zl1000Bd/index.m3u8
风月宝鉴之冥府春色,http://youku1.dianfubang.com/20190301/ESMGiXZx/index.m3u8
夜幕降临之时,http://youku1.dianfubang.com/20200115/beks2bpX/index.m3u8
纯情邻居俏房客,http://youku1.dianfubang.com/20190831/ayOwLA6y/index.m3u8
来了天使们都市篇,http://youku1.dianfubang.com/20190928/cMu0ff1o/index.m3u8
欲望酒店/简单爱酒店,http://youku1.dianfubang.com/20190419/nEmK0Y2A/index.m3u8
风流名妓苏小小,http://youku1.dianfubang.com/20190426/cnHj5rIM/index.m3u8
那不勒斯面纱,http://youku1.dianfubang.com/20191112/vuPTe0hA/index.m3u8
爱情剥夺,http://youku1.dianfubang.com/20190420/EYAL8oIU/index.m3u8
峡谷深处,http://youku1.dianfubang.com/20190414/4LOyfUQu/index.m3u8
内衣杀人案,http://youku1.dianfubang.com/20200505/O2K2D4Kl/index.m3u8
年轻妻子的目标,http://youku1.dianfubang.com/20190419/GLRfEtLj/index.m3u8
美国派(番外篇)4：集体露营,http://youku1.dianfubang.com/20191123/B1wyt0ZF/index.m3u8
我妻子的新妈妈/我老婆的新妈妈/我妻子的继母,http://youku1.dianfubang.com/20190416/7fwIzHQM/index.m3u8
性关系,http://youku1.dianfubang.com/20190318/xN4Djyoh/index.m3u8
蝙蝠：血色情欲,http://youku1.dianfubang.com/20200117/4xqpaVP2/index.m3u8
性感女孩派对,http://youku1.dianfubang.com/20190409/FQ8hveRe/index.m3u8
韩版制服诱惑,http://youku1.dianfubang.com/20190406/VMjodoOR/index.m3u8
婚外恋,http://youku1.dianfubang.com/20191224/SqRjRIh9/index.m3u8
堕落与智慧,http://youku1.dianfubang.com/20200131/f7l0FISu/index.m3u8
亚美的日记+旅途结束时+爱妻日记,http://youku1.dianfubang.com/20200115/SA8elK9Z/index.m3u8
礼仪老师/MannerTeacher,http://youku1.dianfubang.com/20190418/gddquBVg/index.m3u8
红楼春上春,http://youku1.dianfubang.com/20190426/haUUbbt4/index.m3u8
桃色响尾蛇/PerversionStory,http://youku1.dianfubang.com/20190419/Js7vbtE8/index.m3u8
色欲情仇4,http://youku1.dianfubang.com/20191126/Vs5ujvpL/index.m3u8
已婚护士的慰藉,http://youku1.dianfubang.com/20190412/scBMBZXT/index.m3u8
暗网杀机,http://youku1.dianfubang.com/20200220/khqy56Az/index.m3u8
平凡主妇的白日不伦,http://youku1.dianfubang.com/20190411/UUjcXmKA/index.m3u8
粉红韩流第二季,http://youku1.dianfubang.com/20200120/8nDp5wn7/index.m3u8
色欲之死3,http://youku1.dianfubang.com/20200206/jJUfJ9rv/index.m3u8
绑着我,http://youku1.dianfubang.com/20191119/Q1kzo3Uw/index.m3u8
赤裸人性,http://youku1.dianfubang.com/20200108/NvHJ5KdR/index.m3u8
晚娘：罪色,http://youku1.dianfubang.com/20190820/P16Pcr68/index.m3u8
谁先上她的,http://youku1.dianfubang.com/20190831/d1HXQvx3/index.m3u8
性爱牛仔,http://youku1.dianfubang.com/20190928/70TvJjKl/index.m3u8
我体内的败德基因,http://youku1.dianfubang.com/20190901/X6dXYpJZ/index.m3u8
淫乱的岳母大人,http://youku1.dianfubang.com/20190317/7FrUwPoc/index.m3u8
维多利亚壹号,http://youku1.dianfubang.com/20190827/k5Spe98c/index.m3u8
游戏人生,http://youku1.dianfubang.com/20190602/PNvr0oeP/index.m3u8
玫瑰汽车旅馆2,http://youku1.dianfubang.com/20200118/JMxgRxIS/index.m3u8
情爱第三级,http://youku1.dianfubang.com/20190324/5uRSpEUT/index.m3u8
蓝色珊瑚礁：觉醒,http://youku1.dianfubang.com/20190324/qt2mgBDh/index.m3u8
杀手安娜,http://youku1.dianfubang.com/20200502/6rPUe4Xv/index.m3u8
成人用品使用说明书,http://youku1.dianfubang.com/20190321/6cc5iijQ/index.m3u8
金瓶风月,http://youku1.dianfubang.com/20190320/gwSfXWqz/index.m3u8
纵欲岛,http://youku1.dianfubang.com/20190916/M0OgFUBr/index.m3u8
苍紫の夜勤病棟Karte.6,http://youku1.dianfubang.com/20190411/PhJ7eOUP/index.m3u8
德川性爱禁止令:色情大名,http://youku1.dianfubang.com/20190324/pc6eIwqF/index.m3u8
昭和偷情物语-耻辱美人妻,http://youku1.dianfubang.com/20190901/6sLmhFZm/index.m3u8
美国派3：美国婚礼/处男有喜,http://youku1.dianfubang.com/20191122/RpJ8Dapb/index.m3u8
撒旦的情与欲/反基督者,http://youku1.dianfubang.com/20191118/MQHdemnN/index.m3u8
艳剑客,http://youku1.dianfubang.com/20200115/PA7r6uSG/index.m3u8
情色马拉松,http://youku1.dianfubang.com/20190321/1ZVnPJyF/index.m3u8
在丈夫和丈夫部下面前24小时,http://youku1.dianfubang.com/20190330/oTxd2AXU/index.m3u8
夜の生活以外は家庭円満,http://youku1.dianfubang.com/20190323/qBRZ7Ox3/index.m3u8
荡女痴男,http://youku1.dianfubang.com/20191220/4zyPFfB0/index.m3u8
背叛失乐园,http://youku1.dianfubang.com/20190516/9Zt39qqT/index.m3u8
交换游戏2,http://youku1.dianfubang.com/20190324/qffy9oFO/index.m3u8
性丈夫情人,http://youku1.dianfubang.com/20190412/3DueXAia/index.m3u8
节日聚会上的浴衣女人,http://youku1.dianfubang.com/20190506/AeozN09a/index.m3u8
妈妈的味道,http://youku1.dianfubang.com/20190419/dS88tPm1/index.m3u8
人肉叉烧包2：天诛地灭,http://youku1.dianfubang.com/20190418/FPbNXWNx/index.m3u8
A片现场不NG2,http://youku1.dianfubang.com/20190402/zHu3GYDY/index.m3u8
竹取物语之月之公主,http://youku1.dianfubang.com/20190403/mpZdGQO0/index.m3u8
赤裸裸/赤裸港湾/赤裸,http://youku1.dianfubang.com/20200322/vk2r3e3A/index.m3u8
霸权秘书,http://youku1.dianfubang.com/20190420/WIDvsVuk/index.m3u8
我妈妈的朋友,http://youku1.dianfubang.com/20190220/XVllcvO6/index.m3u8
荡妇冤魂,http://youku1.dianfubang.com/20191210/YnTxNdPE/index.m3u8
新官人我要,http://youku1.dianfubang.com/20190320/MMIW0HMz/index.m3u8
模范欲妻,http://youku1.dianfubang.com/20190916/jS8JUyaM/index.m3u8
家庭主妇,http://youku1.dianfubang.com/20190321/FhvluOj8/index.m3u8
朝气蓬勃的岳母家生活/roticIn-Laws,http://youku1.dianfubang.com/20190315/NY0p1u5p/index.m3u8
我的好老继母,http://youku1.dianfubang.com/20190319/y68cXD0z/index.m3u8
完美的搭档,http://youku1.dianfubang.com/20190416/H8Ur74Zx/index.m3u8
花鸟笼,http://youku1.dianfubang.com/20200410/wyweflpt/index.m3u8
色即是空3,http://youku1.dianfubang.com/20190317/mhGIDawM/index.m3u8
低俗喜剧/Vulgaria,http://youku1.dianfubang.com/20191124/xlQH5G2U/index.m3u8
应招女友,http://youku1.dianfubang.com/20191218/recd1zzc/index.m3u8
空气人偶,http://youku1.dianfubang.com/20200118/sJsHFwE7/index.m3u8
性游戏,http://youku1.dianfubang.com/20191202/ioBuJjXf/index.m3u8
色降2：万里驱魔,http://youku1.dianfubang.com/20190412/0CMxoObf/index.m3u8
欲火中烧：被捆绑的肌肤,http://youku1.dianfubang.com/20190316/4mRhuNFb/index.m3u8
虚拟大作战2,http://youku1.dianfubang.com/20190321/RZvOBGDl/index.m3u8
沙西米,http://youku1.dianfubang.com/20190402/eGTouzNY/index.m3u8
艾丽斯的情海,http://youku1.dianfubang.com/20200410/JwPJHU9a/index.m3u8
魅诱伊甸园,http://youku1.dianfubang.com/20200119/iv8cC2ET/index.m3u8
妈妈的男人,http://youku1.dianfubang.com/20190325/HmO4MNmE/index.m3u8
爱情离开后,http://youku1.dianfubang.com/20190518/ZUsS4puA/index.m3u8
灭门惨案之孽杀,http://youku1.dianfubang.com/20190306/Ug1Iap1d/index.m3u8
情色迷离夜2,http://youku1.dianfubang.com/20190409/78awx1Lg/index.m3u8
埃贡·席勒：过度,http://youku1.dianfubang.com/20190820/SbJSCjE1/index.m3u8
欲牛,http://youku1.dianfubang.com/20190402/PW3QlFf9/index.m3u8
罂粟,http://youku1.dianfubang.com/20191209/RknsBzEt/index.m3u8
妻子的欲望:巨大的它,http://youku1.dianfubang.com/20190327/8sJDdNlK/index.m3u8
催眠调教,http://youku1.dianfubang.com/20190901/zc4C75vl/index.m3u8
情色行为,http://youku1.dianfubang.com/20190324/Q6qDy76r/index.m3u8
生日女郎,http://youku1.dianfubang.com/20191127/yz66DyOq/index.m3u8
儿子的妻子,http://youku1.dianfubang.com/20190418/4BU0PZGl/index.m3u8
大场唯之背德的肉体侍奉,http://youku1.dianfubang.com/20190906/RpuzTFLp/index.m3u8
性火坑乳燕,http://youku1.dianfubang.com/20190322/zB5iu2tI/index.m3u8
虎女,http://youku1.dianfubang.com/20190321/KFIkUkOT/index.m3u8
两个小姨子2,http://youku1.dianfubang.com/20190317/SyRv5ZuB/index.m3u8
中学同学,http://youku1.dianfubang.com/20190316/nelaytzl/index.m3u8
寡妇紧紧地抱着,http://youku1.dianfubang.com/20190316/cK8Y6bJv/index.m3u8
赤裸惊情/肉体证据,http://youku1.dianfubang.com/20191117/fxDyqbh0/index.m3u8
少女的诱惑,http://youku1.dianfubang.com/20200501/oSeSqhwF/index.m3u8
愛姉妹二人の果実第一夜,http://youku1.dianfubang.com/20190325/OKCCm4z4/index.m3u8
好色女警,http://youku1.dianfubang.com/20190412/iH6VAeV0/index.m3u8
妖兽都市动画版,http://youku1.dianfubang.com/20190820/xVxSHmtw/index.m3u8
過ぎゆくなかで,http://youku1.dianfubang.com/20190327/k1rvHq2B/index.m3u8
善良的女秘书的目的/别有用心的善良女秘书,http://youku1.dianfubang.com/20190414/XU0yoVuq/index.m3u8
人食人实录,http://youku1.dianfubang.com/20190526/t8byeSGF/index.m3u8
捞女日记,http://youku1.dianfubang.com/20191206/azpDFDf2/index.m3u8
绯闻风暴,http://youku1.dianfubang.com/20200314/LzX3oQU7/index.m3u8
伪君子/法利赛人,http://youku1.dianfubang.com/20190326/gyExiXfb/index.m3u8
猛鬼舔人,http://youku1.dianfubang.com/20190820/2P0IOXqg/index.m3u8
花/LoveandBruises,http://youku1.dianfubang.com/20191124/ywxACZnS/index.m3u8
人家才不是天使！,http://youku1.dianfubang.com/20190220/p339jfk0/index.m3u8
夏日狂情,http://youku1.dianfubang.com/20200113/oyhjH8u0/index.m3u8
贪得无厌的迷恋,http://youku1.dianfubang.com/20190325/KpLh4Aez/index.m3u8
女演员：爱爱课程,http://youku1.dianfubang.com/20190425/YB57bDvg/index.m3u8
寄性兽医?铃音之进化,http://youku1.dianfubang.com/20190409/3j6iMyXR/index.m3u8
妈妈的朋友3,http://youku1.dianfubang.com/20190319/NTsQEpwJ/index.m3u8
盲女72小时,http://youku1.dianfubang.com/20190820/RrBKF52f/index.m3u8
思春期诱惑2/谜之彼女S2,http://youku1.dianfubang.com/20190419/AEY0Y82p/index.m3u8
猫娘伺育,http://youku1.dianfubang.com/20190907/HwYiSVHA/index.m3u8
密爱：我朋友的妈妈,http://youku1.dianfubang.com/20190220/KrrrFL0O/index.m3u8
逆爱2：后会无期,http://youku1.dianfubang.com/20191124/EqfQqrzK/index.m3u8
希望丘夫妻战争,http://youku1.dianfubang.com/20200111/oKDPGOiw/index.m3u8
绝色网吧,http://youku1.dianfubang.com/20191211/prdvpcJG/index.m3u8
美味的邂逅/TastyEncounter,http://youku1.dianfubang.com/20190427/FVJn4eLA/index.m3u8
来了！天使们：都市篇/最酷的床伴,http://youku1.dianfubang.com/20190811/G4cb4q5e/index.m3u8
美人图/PortraitofaBeauty,http://youku1.dianfubang.com/20190413/3NZxcVAG/index.m3u8
小十三,http://youku1.dianfubang.com/20190416/CkUNFkS3/index.m3u8
停止休息,http://youku1.dianfubang.com/20190412/0hKagTZl/index.m3u8
欢场春梦,http://youku1.dianfubang.com/20191029/d574ALSK/index.m3u8
雏妓,http://youku1.dianfubang.com/20190409/UjgzHGaC/index.m3u8
年轻母亲/年轻的母亲,http://youku1.dianfubang.com/20190404/B5qTym9C/index.m3u8
南洋第一邪降,http://youku1.dianfubang.com/20200427/tJeA5q2S/index.m3u8
性爱娃娃/玩物恋人,http://youku1.dianfubang.com/20190404/zb2SUL9H/index.m3u8
魔屋/杀人不分左右,http://youku1.dianfubang.com/20190418/ulWf8rBK/index.m3u8
姐妹情色,http://youku1.dianfubang.com/20191120/VbfzeQ4X/index.m3u8
淫狼心1,http://youku1.dianfubang.com/20191209/kElFaA3N/index.m3u8
情事：小姨子的诱惑,http://youku1.dianfubang.com/20190317/c0A1mgy9/index.m3u8
交换的一天/TheDayofSwapping,http://youku1.dianfubang.com/20190417/B5dV2PWv/index.m3u8
昭和背德慕情：撕裂的夫妻之爱,http://youku1.dianfubang.com/20190402/6pComQ6g/index.m3u8
寡妇的男人2,http://youku1.dianfubang.com/20190403/B8l8ZR0C/index.m3u8
天边一朵云,http://youku1.dianfubang.com/20191121/Y2ZxP0QJ/index.m3u8
再会大人的禁断恋爱,http://youku1.dianfubang.com/20191028/UY0MVII5/index.m3u8
惊变世界/南斯拉夫内战硝烟,http://youku1.dianfubang.com/20200322/w5ZNJv9h/index.m3u8
日本妈妈,http://youku1.dianfubang.com/20190323/uphCoU9r/index.m3u8
敦伦法克大行动,http://youku1.dianfubang.com/20190907/W7UHPLpg/index.m3u8
青春学堂,http://youku1.dianfubang.com/20200315/UhFniaya/index.m3u8
SZERELEMTOLSUJTVA,http://youku1.dianfubang.com/20191231/KBjquvWV/index.m3u8
绑缚月之章,http://youku1.dianfubang.com/20190927/zIX3VADn/index.m3u8
人妻骑欲记,http://youku1.dianfubang.com/20190907/4iPHnN8o/index.m3u8
卖妻,http://youku1.dianfubang.com/20190315/EkyFM41z/index.m3u8
雾水情,http://youku1.dianfubang.com/20190327/hyQUmUlk/index.m3u8
赤裸红唇,http://youku1.dianfubang.com/20190412/ytbvvoYi/index.m3u8
少女的诱惑2,http://youku1.dianfubang.com/20200427/czkKcGxr/index.m3u8
一夜情深/OneNightStand,http://youku1.dianfubang.com/20190316/Q6hWfmAM/index.m3u8
漂亮的胸/美胸佳人,http://youku1.dianfubang.com/20190404/Ms4SHb1p/index.m3u8
灵蛇爱/蛇姬恋,http://youku1.dianfubang.com/20190326/TXwdeczK/index.m3u8
我的老婆的姐姐,http://youku1.dianfubang.com/20190325/3XRuajGQ/index.m3u8
圣兽警察-警视厅性犯罪特搜10课,http://youku1.dianfubang.com/20190401/U54K72kv/index.m3u8
四大美人之西施,http://youku1.dianfubang.com/20190406/JMJsmty5/index.m3u8
爱经之夜,http://youku1.dianfubang.com/20190406/QbMojoJl/index.m3u8
情欲监禁逃亡,http://youku1.dianfubang.com/20190907/YEHg35eh/index.m3u8
两个妻子,http://youku1.dianfubang.com/20200410/Z2jqw160/index.m3u8
体温,http://youku1.dianfubang.com/20191229/isQ3cwya/index.m3u8
黑色芳心,http://youku1.dianfubang.com/20190327/Q3qHdXom/index.m3u8
销魂玉,http://youku1.dianfubang.com/20191207/6CTJSlZT/index.m3u8
情事：危险的游戏,http://youku1.dianfubang.com/20190509/LlYapZRX/index.m3u8
性谈牡丹灯笼,http://youku1.dianfubang.com/20191204/L5Qd70As/index.m3u8
上海社会档案,http://youku1.dianfubang.com/20190411/o73E6Xxp/index.m3u8
裸体之夜：掠夺狂爱,http://youku1.dianfubang.com/20191124/9rOJQGtO/index.m3u8
美国派(番外篇)7：索爱天书,http://youku1.dianfubang.com/20191122/dYfQChHb/index.m3u8
禁室培欲5育赤の杀意,http://youku1.dianfubang.com/20200120/K5mcaaCo/index.m3u8
深层原因,http://youku1.dianfubang.com/20191206/n7m2VTxy/index.m3u8
我要得太多，你给得太少,http://youku1.dianfubang.com/20190326/86Omt5lZ/index.m3u8
三级七日情,http://youku1.dianfubang.com/20190420/ti6kCKRK/index.m3u8
春满丹麦,http://youku1.dianfubang.com/20191209/rZRFguoN/index.m3u8
嫩草的诱惑,http://youku1.dianfubang.com/20190907/GmmSGkH7/index.m3u8
香帅传奇之桃花传奇,http://youku1.dianfubang.com/20190412/B7rDAgPN/index.m3u8
嫩男谢利,http://youku1.dianfubang.com/20200119/53mNFPfD/index.m3u8
爱，奇怪的爱.,http://youku1.dianfubang.com/20191030/GgVEEI9r/index.m3u8
粉红色杀人夜,http://youku1.dianfubang.com/20190409/k6RHyJpM/index.m3u8
大圈风云之强暴,http://youku1.dianfubang.com/20191220/ohPfg9CN/index.m3u8
师生畸恋/师生绮恋,http://youku1.dianfubang.com/20190413/iwaeItF2/index.m3u8
星探/色模,http://youku1.dianfubang.com/20190401/wjcvG2Ym/index.m3u8
青春性学堂,http://youku1.dianfubang.com/20191203/WMPQEiYx/index.m3u8
公海强奸风暴,http://youku1.dianfubang.com/20190326/XqSavdrM/index.m3u8
花与蛇2：巴黎静子,http://youku1.dianfubang.com/20191113/IqSTsoqM/index.m3u8
线女孩/电话情人,http://youku1.dianfubang.com/20190812/CaGhGx2e/index.m3u8
现代豪放女,http://youku1.dianfubang.com/20190401/DinFvRSz/index.m3u8
一夜情深2,http://youku1.dianfubang.com/20200116/6IuiNOhC/index.m3u8
淑女出招,http://youku1.dianfubang.com/20190412/rbyCtj37/index.m3u8
年轻的姐夫/年轻嫂子,http://youku1.dianfubang.com/20190331/1rkmkyVL/index.m3u8
蛇魔追魂降/禁房艳奇,http://youku1.dianfubang.com/20190426/rCmO3kFX/index.m3u8
性、谎言、录像带,http://youku1.dianfubang.com/20200111/lv0tKupX/index.m3u8
体热性边缘,http://youku1.dianfubang.com/20190330/o6M6f0aS/index.m3u8
恋爱之瘾,http://youku1.dianfubang.com/20191213/I9zqy6eS/index.m3u8
团G六鬼之花宴,http://youku1.dianfubang.com/20190412/duEatvPq/index.m3u8
思春少妇/女人梦男人/梦见男人的女人,http://youku1.dianfubang.com/20190419/xujRs9WI/index.m3u8
性感文件3：情欲夫妻,http://youku1.dianfubang.com/20190419/VcWB8l8F/index.m3u8
同学的目的,http://youku1.dianfubang.com/20190412/SwgDxn4a/index.m3u8
变色的花朵,http://youku1.dianfubang.com/20190323/xzi2bkIj/index.m3u8
新倾国倾城,http://youku1.dianfubang.com/20190412/nTgADq1J/index.m3u8
学生的妈妈,http://youku1.dianfubang.com/20190331/QFxE1d5B/index.m3u8
花与蛇3,http://youku1.dianfubang.com/20191114/ItvbC9tz/index.m3u8
发光的现代史,http://youku1.dianfubang.com/20190330/USvN3ojI/index.m3u8
皮衣姐妹,http://youku1.dianfubang.com/20191127/Gx08UXxR/index.m3u8
女儿的朋友2,http://youku1.dianfubang.com/20191130/4AX5wxNV/index.m3u8
美好的危险丑闻/灿烂吧！情色时代,http://youku1.dianfubang.com/20200108/uM9QkIW3/index.m3u8
禁止性爱,http://youku1.dianfubang.com/20200103/SVxKTYrs/index.m3u8
聊斋艳谭之灯草和尚,http://youku1.dianfubang.com/20190404/iL6PJa0e/index.m3u8
丑闻/朝鲜男女相悦之事/挑情宝鉴,http://youku1.dianfubang.com/20191120/Jl9fvbrz/index.m3u8
灵与欲,http://youku1.dianfubang.com/20190401/ysKPjoLb/index.m3u8
妇科医生,http://youku1.dianfubang.com/20190328/pTOHuVxY/index.m3u8
情色片编年史,http://youku1.dianfubang.com/20190328/e7wRmBMs/index.m3u8
天狱の岛,http://youku1.dianfubang.com/20191229/NylBqVvA/index.m3u8
野狼与玛莉,http://youku1.dianfubang.com/20191122/goz7ejrL/index.m3u8
争宠,http://youku1.dianfubang.com/20190918/PziP9I5B/index.m3u8
禁果情花,http://youku1.dianfubang.com/20191205/IaPzzRIt/index.m3u8
美国派2/美国处男2,http://youku1.dianfubang.com/20191122/GqUCujZu/index.m3u8
红糖,http://youku1.dianfubang.com/20200108/ByRmGPrA/index.m3u8
虚张声势/TheBluff,http://youku1.dianfubang.com/20190818/MoyCgMKP/index.m3u8
聚会的目的：开始,http://youku1.dianfubang.com/20190316/bhPFeoWL/index.m3u8
周末同床,http://youku1.dianfubang.com/20191112/zCM5gYBH/index.m3u8
无限纯白的你,http://youku1.dianfubang.com/20190907/2Hc2FxwZ/index.m3u8
哭泣的女人,http://youku1.dianfubang.com/20190406/NoNy0n8T/index.m3u8






日韩,#genre#

hzgd-095,http://video1.rhsj520.com:8091/nyrm3/zzmmx/hzgd-095/1500kb/hls/index.m3u8
jmd-133,http://video1.rhsj520.com:8091/nyrm3/zzmmx/jmd-133/1500kb/hls/index.m3u8
JUX-837,http://video1.rhsj520.com:8091/nyrm3/zzmmx/JUX-837/1500kb/hls/index.m3u8
JUY-051,http://video1.rhsj520.com:8091/nyrm3/zzmmx/JUY-051/1500kb/hls/index.m3u8
JUY-125-C,http://video1.rhsj520.com:8091/nyrm3/zzmmx/JUY-125-C/1500kb/hls/index.m3u8
juy-726,http://video1.rhsj520.com:8091/nyrm3/zzmmx/juy-726/1500kb/hls/index.m3u8
MEYD-117,http://video1.rhsj520.com:8091/nyrm3/zzmmx/MEYD-117/1500kb/hls/index.m3u8
MEYD-147,http://video1.rhsj520.com:8091/nyrm3/zzmmx/MEYD-147/1500kb/hls/index.m3u8
Other - Seventeen Video 01,http://galleries.payserve.com/1/43131/55380/5mins_sv.flv
PGD-880,http://video1.rhsj520.com:8091/nyrm3/zzmmx/PGD-880/1500kb/hls/index.m3u8
精油按摩3,http://youku1.dianfubang.com/20190327/S8ovIcxf/index.m3u8
姐姐按摩,http://youku1.dianfubang.com/20190328/lMlNbKaB/index.m3u8
女性按摩,http://youku1.dianfubang.com/20190222/ZJTi6t83/index.m3u8
女生的按摩,http://youku1.dianfubang.com/20190317/AZhoDipd/index.m3u8
精油按摩,http://youku1.dianfubang.com/20190324/xUqmClcj/index.m3u8
按摩服务,http://youku1.dianfubang.com/20190328/yQIquNI0/index.m3u8
推油按摩,http://youku1.dianfubang.com/20190518/lzh2hKNN/index.m3u8
五十度灰未删减,http://youku1.dianfubang.com/20191111/saE1iW8W/index.m3u8
年轻的嫂子2,http://youku1.dianfubang.com/20190222/ySXdoNPk/index.m3u8
3分钟合作伙伴,http://youku1.dianfubang.com/20191213/OqjEEj7d/index.m3u8
被蹂躏的她,http://youku1.dianfubang.com/20190222/anZfbAXi/index.m3u8
处女粗体验,http://youku1.dianfubang.com/20190616/Il7JE6U2/index.m3u8
和表姐同居,http://youku1.dianfubang.com/20190221/BQhTeONw/index.m3u8
不可抗拒的侮辱,http://youku1.dianfubang.com/20190320/pWKyWFF3/index.m3u8
年轻的小姨子：贪恋,http://youku1.dianfubang.com/20190306/egeip3Ov/index.m3u8
岳母的简介,http://youku1.dianfubang.com/20190222/zKnS7pRh/index.m3u8
善良嫂子的高潮,http://youku1.dianfubang.com/20190402/l336xOOq/index.m3u8
姨母的诱惑2,http://youku1.dianfubang.com/20200207/36LAeBaX/index.m3u8
です上巻ご主人様を躾けてあげる,http://youku1.dianfubang.com/20190222/ghpUmETu/index.m3u8
小泽爱丽丝：吸血女王蜂,http://youku1.dianfubang.com/20190313/8FdHPLiH/index.m3u8
秘书/Secretary,http://youku1.dianfubang.com/20191112/gM1baGI1/index.m3u8
我爱你，善良的主妇,http://youku1.dianfubang.com/20190222/XV8vd9T5/index.m3u8
想做爱的日子,http://youku1.dianfubang.com/20190919/iJqXRjwG/index.m3u8
女子收容所,http://youku1.dianfubang.com/20190221/kwj1Ktik/index.m3u8
两个小姨子,http://youku1.dianfubang.com/20190222/1bmt61qK/index.m3u8
性感女老板与我,http://youku1.dianfubang.com/20190330/cFY6Ey4L/index.m3u8
诱僧,http://youku1.dianfubang.com/20190321/52OEWEl1/index.m3u8
失踪少女,http://youku1.dianfubang.com/20190322/H7fQb6ce/index.m3u8
老师的秘密,http://youku1.dianfubang.com/20190323/2tCDBc8r/index.m3u8
