虎牙,#genre#
Newtv-四川,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225793/index.m3u8
Newtv-吉林,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225794/index.m3u8
Newtv云南,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225795/index.m3u8
纯享4K,http://39.134.155.159/PLTV/88888888/224/3221225670/index.m3u8
纯享4K,http://39.135.138.6:6610/PLTV/88888888/224/3221225786/2/index.m3u8
纯享4K,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226825/1.m3u8
纯享4K,http://111.12.102.79:6610/PLTV/77777777/224/3221225726/index.m3u8?servicetype=1&IASHttpSessionId=OTT
纯享4K,http://ncyd.jilu8.cn/PLTV/88888910/224/3221225786/index.m3u8
4K花园,http://223.110.243.150/ott.js.chinamobile.com/PLTV/3/224/3221227749/index.m3u8
福建源4K,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226887/index.m3u8

黑莓电竞,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225931/1.m3u8
黑莓电竞,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225653/index.m3u8
圆点生活,http://111.20.105.60:6060/yinhe/2/ch00000090990000002285/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

求索记录,http://39.134.65.162/PLTV/88888888/224/3221225713/index.m3u8
求索地理,http://39.134.65.162/PLTV/88888888/224/3221225715/index.m3u8
求索科学,http://39.134.65.162/PLTV/88888888/224/3221225728/index.m3u8
求索动物,http://39.134.65.162/PLTV/88888888/224/3221225730/index.m3u8
求索动物,http://39.134.66.66/PLTV/88888888/224/3221225730/index.m3u8
求索纪录,http://117.148.187.46/PLTV/88888888/224/3221226610/index.m3u8
中华特产,http://play.zhtctv.cn/portal/btv.m3u8
美人高清,http://39.134.39.38/PLTV/88888888/224/3221226339/index.m3u8


YY,#genre#
YY|鬼片,http://ftp9524803.host166.gotoip4.cn/yy.php?id=22006255
YY|恋爱相亲,http://ftp9524803.host166.gotoip4.cn/yy.php?id=24066336
YY|林正英1,http://ftp9524803.host166.gotoip4.cn/yy.php?id=1351505899
YY|林正英2,http://ftp9524803.host166.gotoip4.cn/yy.php?id=1353059120
YY|林正英3,http://ftp9524803.host166.gotoip4.cn/yy.php?id=34229877
YY|港片动作1,http://ftp9524803.host166.gotoip4.cn/yy.php?id=28751126
YY|港片动作2,http://ftp9524803.host166.gotoip4.cn/yy.php?id=27514983
YY|港片动作3,http://ftp9524803.host166.gotoip4.cn/yy.php?id=30532977
YY|周星驰1,http://ftp9524803.host166.gotoip4.cn/yy.php?id=38670875
YY|周星驰2,http://ftp9524803.host166.gotoip4.cn/yy.php?id=1353881242
YY|周星驰3,http://ftp9524803.host166.gotoip4.cn/yy.php?id=36087612
YY|成龙,http://ftp9524803.host166.gotoip4.cn/yy.php?id=34460526
YY|赌片,http://ftp9524803.host166.gotoip4.cn/yy.php?id=29900720
YY|发哥赌神,http://ftp9524803.host166.gotoip4.cn/yy.php?id=39589923
YY|古惑仔,http://ftp9524803.host166.gotoip4.cn/yy.php?id=1382658857





电影1_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/549233/live_416544064_58389145.m3u8
电影2_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/100589/live_362963326_14864388.m3u8
电影3_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/149917/live_400392_6822511.m3u8
电影4_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/360949/live_14659392_8620418.m3u8
电影5_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/374032/live_102569357_4797059.m3u8
电影6_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/288712/live_22989278_9714011.m3u8
电影7_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/889874/live_420351661_73320656.m3u8
电影8_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/804389/live_97065163_17925468.m3u8
电影9_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/545398/live_252582133_1552126.m3u8
电影10_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/986331/live_123336671_4216482.m3u8
电影11_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/383145/live_22989278_9714011.m3u8
电影12_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/509520/live_420351661_73320656.m3u8
电影13_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/800522/live_334056_8894439.m3u8
电影14_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/842918/live_97065163_17925468.m3u8

YY|电视剧,http://ftp9524803.host166.gotoip4.cn/yy.php?id=1351074342

YY|倚天屠龙,http://ftp9524803.host166.gotoip4.cn/yy.php?id=1354116498
YY|神探狄仁杰二,http://ftp9524803.host166.gotoip4.cn/yy.php?id=1351755386
YY|亮剑,http://ftp9524803.host166.gotoip4.cn/yy.php?id=32110908
YY|春晚小品,http://ftp9524803.host166.gotoip4.cn/yy.php?id=38525272
YY|铁齿铜牙纪晓岚,http://ftp9524803.host166.gotoip4.cn/yy.php?id=22039119
YY|鹿鼎记,http://ftp9524803.host166.gotoip4.cn/yy.php?id=28265277
YY|小品,http://ftp9524803.host166.gotoip4.cn/yy.php?id=14503914
YY|康熙微服私访,http://ftp9524803.host166.gotoip4.cn/yy.php?id=30918390
YY|雍正王朝,http://ftp9524803.host166.gotoip4.cn/yy.php?id=26650882
YY|重案六组,http://ftp9524803.host166.gotoip4.cn/yy.php?id=1382660045
YY|帝艺港剧,http://ftp9524803.host166.gotoip4.cn/yy.php?id=1350670730
YY|家有儿女,http://ftp9524803.host166.gotoip4.cn/yy.php?id=1353085648
YY|盗墓游戏,http://ftp9524803.host166.gotoip4.cn/yy.php?id=36221298
YY|火蓝刀锋,http://ftp9524803.host166.gotoip4.cn/yy.php?id=39204655
YY|我是特种兵,http://ftp9524803.host166.gotoip4.cn/yy.php?id=37228835



欧美,#genre#



HBO HD,http://50.7.161.82:8278/streams/d/Hbo/playlist.m3u8
NatGeo Wild HD,http://50.7.161.82:8278/streams/d/Natgeowild/playlist.m3u8
&Flix,https://y5w8j4a9.ssl.hwcdn.net/andflixhd/tracks-v1a1/index.m3u8
FOX HD,https://livecdn.fptplay.net/foxlive/foxhd_hls.smil/chunklist_b2500000.m3u8
FOX MOVIES,https://livecdn.fptplay.net/foxlive/foxmovieshd_hls.smil/chunklist_b2500000.m3u8
FOX家庭影院,https://livecdn.fptplay.net/hda/foxfamilymovies_2000.stream/chunklist.m3u8
Blue Ant Entertainment,https://livecdn.fptplay.net/hda/blueantent_hls.smil/chunklist_b2500000.m3u8
KIX MALAY,https://livecdn.fptplay.net/hda/kixhd_hls.smil/chunklist_b2500000.m3u8
KIX,https://livecdn.fptplay.net/hda/kixhd_hls.smil/chunklist_b2500000.m3u8
Blue Ant Entertainment,https://livecdn.fptplay.net/hda/blueantent_hls.smil/chunklist_b2500000.m3u8
&Flix,https://y5w8j4a9.ssl.hwcdn.net/andflixhd/tracks-v1a1/index.m3u8
SONY MOVIES ACTION,http://51.52.156.22:8888/http/009 
HGTV,http://50.7.161.82:8278/streams/d/HGTV/playlist.m3u8
Drama  HD,https://shls-mbcdramaksa-prod-dub.shahid.net/out/v1/ce0f0762d89e4394a856c5fd13e43645/index_2.m3u8
Drama+HD,https://shls-mbcplusdrama-prod-dub.shahid.net/out/v1/97ca0ce6fc6142f4b14c0a694af59eab/index_2.m3u8
Bollywood HD,https://shls-mbcbollywood-prod-dub.shahid.net/out/v1/a79c9d7ef2a64a54a64d5c4567b3462a/index_2.m3u8
Panorama HD,https://shls-panoramafm-prod-dub.shahid.net/out/v1/66262e420d824475aaae794dc2d69f14/index_2.m3u8
MBC①,https://shls-mbc1ksa-prod-dub.shahid.net/out/v1/451b666db1fb41c7a4bbecf7b4865107/index_4.m3u8
MBC②,https://shls-mbc2-prod-dub.shahid.net/out/v1/b4befe19798745fe986f5a9bfba62126/index_4.m3u8
AXN ID,http://210.210.155.35/uq2663/h/h141/01.m3u8
KIX,http://210.210.155.35/session/e269237c-7e3d-11e8-a249-b82a72d63267/uq2663/h/h07/01.m3u8
HITS,http://210.210.155.35:80/uq2663/h/h37/01.m3u8
K+,http://210.210.155.35:80/uq2663/h/h08/01.m3u8
Sony Movies Action,http://51.52.156.22:8888/http/009
SONY GEM,http://210.210.155.35:80/uq2663/h/h19/01.m3u8
THRILL,http://210.210.155.35/qwr9ew/s/s34/index.m3u8
Fox Family Movies,https://livecdn.fptplay.net/hda/foxfamilymovies_hls.smil/chunklist_b2500000.m3u8
Boomerang,https://livecdn.fptplay.net/qnetlive/boomerang_hls.smil/chunklist_b2500000.m3u8
Baby First,https://livecdn.fptplay.net/qnetlive/babyfirst_hls.smil/chunklist_b2500000.m3u8
Shemaroo Kids,https://livechannel.shemaroome.com/linearplayout/kids-linear-channel/chunklist_640x360_cf.m3u8?@amarnettv.live
EBS KIDS,http://ebsonair.ebs.co.kr:1935/ebsutablet500k/tablet500k/playlist.m3u8?@amarnettv.live

IPTV,#genre#

IPTV3+,http://39.134.39.37/PLTV/88888888/224/3221226265/index.m3u8
IPTV3+,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226341/1.m3u8
IPTV3+,http://39.134.39.39/270000001322/69900158041111100000002183/index.m3u8
IPTV3+,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240093_1/playlist.m3u8?CONTENTID=00000110240093_1
IPTV5+,http://39.134.39.37/PLTV/88888888/224/3221226267/index.m3u8
IPTV5+,http://39.134.24.202/PLTV/88888888/224/3221226015/index.m3u8
IPTV5+,http://39.134.39.39/PLTV/88888888/224/3221226267/index.m3u8
IPTV5+,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226342/1.m3u8
IPTV5+,http://39.134.39.39/270000001322/69900158041111100000002184/index.m3u8
IPTV5+,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240094_1/playlist.m3u8?CONTENTID=00000110240094_1
IPTV5+高清,http://39.134.39.37/PLTV/88888888/224/3221226273/index.m3u8
IPTV5+高清,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226345/1.m3u8
IPTV5+高清,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240281_1/playlist.m3u8?CONTENTID=00000110240281_1
IPTV6+,http://39.134.39.37/PLTV/88888888/224/3221226269/index.m3u8
IPTV6+,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226343/1.m3u8
IPTV6+,http://39.134.39.39/270000001322/69900158041111100000002185/index.m3u8
IPTV6+,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240007_1/playlist.m3u8?CONTENTID=00000110240007_1
IPTV8+,http://39.134.39.37/PLTV/88888888/224/3221226271/index.m3u8
IPTV8+,http://39.134.24.202/PLTV/88888888/224/3221226013/index.m3u8
IPTV8+,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226344/1.m3u8
IPTV8+,http://39.134.39.39/270000001322/69900158041111100000002186/index.m3u8
IPTV8+,http://39.134.39.39/PLTV/88888888/224/3221226271/index.m3u8
IPTV8+,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240125_1/playlist.m3u8?CONTENTID=00000110240125_1
IPTV野外,http://39.134.39.37/PLTV/88888888/224/3221226262/index.m3u8
IPTV野外,http://39.134.39.39/270000001322/69900158041111100000002195/index.m3u8
IPTV野外,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240095_1/playlist.m3u8?CONTENTID=00000110240095_1
IPTV法治,http://39.134.39.37/PLTV/88888888/224/3221226258/index.m3u8
IPTV法治,http://39.134.39.39/270000001322/69900158041111100000002194/index.m3u8
IPTV法治,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240096_1/playlist.m3u8?CONTENTID=00000110240096_1
IPTV谍战剧场,http://39.134.39.37/PLTV/88888888/224/3221226256/index.m3u8
IPTV谍战剧场,http://39.134.39.39/270000001322/69900158041111100000002196/index.m3u8
IPTV谍战剧场,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240003_1/playlist.m3u8?CONTENTID=00000110240003_1
IPTV热播剧场,http://39.134.39.39/270000001322/69900158041111100000002198/index.m3u8
IPTV热播剧场,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240089_1/playlist.m3u8?CONTENTID=00000110240089_1
IPTV经典电影,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240090_1/playlist.m3u8?CONTENTID=00000110240090_1
IPTV魅力时尚,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240091_1/playlist.m3u8?CONTENTID=00000110240091_1
IPTV少儿动画,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240092_1/playlist.m3u8?CONTENTID=00000110240092_1
IPTV少儿动画,http://itv.ahau.edu.cn/hls/hls104.m3u8
IPTV相声小品,http://39.134.39.37/PLTV/88888888/224/3221226260/index.m3u8
IPTV相声小品,http://39.134.24.202/PLTV/88888888/224/3221226011/index.m3u8
IPTV相声小品,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226346/1.m3u8
IPTV相声小品,http://39.134.39.39/PLTV/88888888/224/3221226260/index.m3u8
IPTV相声小品,http://39.134.39.39/270000001322/69900158041111100000002193/index.m3u8
IPTV相声小品,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240006_1/playlist.m3u8?CONTENTID=00000110240006_1
IPTV收视指南,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240225_1/playlist.m3u8?CONTENTID=00000110240225_1
IPTV收视指南,http://itv.ahau.edu.cn/hls/hls105.m3u8




音乐,#genre# 

V 中文音乐,rtmp://ivi.bupt.edu.cn:1935/livetv/channelv
[V]HD,https://livecdn.fptplay.net/foxlive/channelvhd_hls.smil/chunklist_b2500000.m3u8
MTV,http://unilivemtveu-lh.akamaihd.net/i/mtvno_1@346424/index_3500_av-p.m3u8
MTV Yo,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS01/master.m3u8
MTV Pop,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS02/master.m3u8
MTV Party,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS03/master.m3u8
MTV Spanking,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS07/master.m3u8
MTV WMA,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS08/master.m3u8
M20TV,http://m2otv-lh.akamaihd.net/i/m2oTv_1@186074/index_600_av-b.m3u8
加州音乐,https://cmctv.ios.internapcdn.net/cmctv_vitalstream_com/live_1/CMC-TV/master.m3u8
俄罗斯①音乐,http://rtmp.one.by:1200
俄罗斯①音乐,http://rtmp.one.by:1200
俄罗斯OR音乐,http://rtmp.one.by:2200/
意大利V2音乐,http://de1se01.v2beat.live/playlist.m3u8
V2BEAT,https://stream.v2beat.live/playlist.m3u8
MUSIC TOP,http://live-edge01.telecentro.net.ar:1935/live/msctphd-720/playlist.m3u8


时尚,#genre# 

HD Fashion,http://95.67.47.115/hls/hdfashion_ua_hi/index.m3u8
HD Fashion,http://95.67.47.114/hls/hdfashion_ua_hi/index.m3u8
HD Fashion,http://95.67.47.114/hls/hdfashion_ua_mid/index.m3u8
HD Fashion,http://95.67.47.114/hls/hdfashion_ua_low/index.m3u8
WFC时装,https://wfcint.mediacdn.ru/cdn/wfcintweb/playlist_hdhigh.m3u8
WFC时装,https://wfcint.mediacdn.ru/cdn/wfcintweb/playlist.m3u8
FTV①午夜秘密,http://fash1043.cloudycdn.services/slive/_definst_/ftv_midnite_secrets_adaptive.smil/chunklist_b4700000_t64MTA4MHA=.m3u8
FTV①午夜秘密,https://fash1043.cloudycdn.services/slive/_definst_/ftv_ftv_midnite_k1y_27049_midnite_secr_108_hls.smil/chunklist_b2800000_t64NzIwcA==.m3u8
FTV①午夜秘密,https://fash1043.cloudycdn.services/slive/_definst_/ftv_ftv_midnite_k1y_27049_midnite_secr_108_hls.smil/chunklist.m3u8
FTV②巴黎 ,http://fash1043.cloudycdn.services/slive/_definst_/ftv_ftv_paris_pg_4dg_27027_paris_pg18_188_hls.smil/chunklist_b4700000_t64MTA4MHA=.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8
a3 Bikini,https://vcnbikininetwork.teleosmedia.com/stream/bikininetwork/a3bikini/playlist.m3u8
FTV Teens,http://fash1043.cloudycdn.services/slive/_definst_/ftv_paris_adaptive.smil/chunklist.m3u8


体育,#genre# 


Tennis网球,https://playoutengine.sinclairstoryline.com/playout/9f87522c-5a0e-4ff4-b82c-d5564216132f/g.m3u8
红牛运动,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8


CCTV5,http://223.110.241.137:6610/gitv/live1/G_CCTV-5-HQ/G_CCTV-5-HQ/.m3u8
CCTV5+,http://223.110.241.137:6610/gitv/live1/G_CCTV-5PLUS-HQ/G_CCTV-5PLUS-HQ/.m3u8
FITE TV,https://cdn-cf.fite.tv:443/linear/fite247/4038629_fite-247/live_722/chunks.m3u8?sbn


少儿,#genre# 

Disney Channel,http://198.16.106.62:8278/streams/d/Disneyxd/playlist.m3u8
Disney Junior,http://198.16.106.62:8278/streams/d/Disneyjr/playlist.m3u8
MiaoMi,http://198.16.106.62:8278/streams/d/MiaoMi/playlist.m3u8
Nickelodeon,http://198.16.106.62:8278/streams/d/Nickelodeon/playlist.m3u8
Nick Jr,http://198.16.106.62:8278/streams/d/Nickjr/playlist.m3u8
Baby TV Eng,http://198.16.106.62:8278/streams/d/Babytv/playlist.m3u8
Kids TV,http://198.16.106.62:8278/streams/d/KidsTV/playlist.m3u8
CBeebies,http://198.16.106.62:8278/streams/d/Cbeebies/playlist.m3u8
Cartoon Network HD,https://htv-drm-live-cdn.fptplay.net/CDN-FPT02/CARTOON-SD-720p/playlist.m3u8
DaVinci,https://livecdn.fptplay.net/world/davincihd_hls.smil/chunklist_b2500000.m3u8
DaVinci HD,https://htv-drm-live-cdn.fptplay.net/CDN-FPT02/DAVINCY-HD-1080p/playlist.m3u8
Shemaroo Kids,https://livechannel.shemaroome.com/linearplayout/kids-linear-channel/chunklist_640x360_cf.m3u8?@amarnettv.live
EBS KIDS,http://ebsonair.ebs.co.kr:1935/ebsutablet500k/tablet500k/playlist.m3u8?@amarnettv.live
Ceria,http://50.7.161.82:8278/streams/d/Ceria/playlist.m3u8
Best动画,http://39.135.53.194/ott.fj.chinamobile.com/PLTV/88888888/224/3221227053/index.m3u8
BsstTV4K,http://39.135.53.194/ott.fj.chinamobile.com/PLTV/88888888/224/3221226952/index.m3u8
猫和老鼠,http://121.12.115.156/tx.hls.huya.com/src/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.m3u8

卡酷少儿,http://39.134.115.163:8080/PLTV/88888910/224/3221225677/index.m3u8
优漫卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225665/index.m3u8
哈哈炫动,http://39.134.115.163:8080/PLTV/88888910/224/3221225720/index.m3u8
金鹰卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8

福建动画1,http://39.135.53.194/ott.fj.chinamobile.com/PLTV/88888888/224/3221226743/index.m3u8
福建动画2,http://39.135.53.194/ott.fj.chinamobile.com/PLTV/88888888/224/3221226732/index.m3u8
黑莓动画,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225914/1.m3u8
黑莓动画,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225672/index.m3u8




澳洲,#genre#

ABC News,https://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/6e1cc6d25ec0480ea099a5399d73bc4b/index.m3u8
ABC News,https://c.mjh.nz/101002210220/
ABC News,https://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/6e1cc6d25ec0480ea099a5399d73bc4b/index_45.m3u8
ABC Melbourne,https://c.mjh.nz/101002310231/
Sky News①,https://skynewsau-live.akamaized.net/hls/live/2002689/skynewsau-extra1/master.m3u8
Sky News②,https://skynewsau-live.akamaized.net/hls/live/2002690/skynewsau-extra2/master.m3u8
Sky News③,https://skynewsau-live.akamaized.net/hls/live/2002691/skynewsau-extra3/master.m3u8
SBS One,https://sbs-live.akamaized.net/hls/live/2002827/channel1/geo/master_2500K.m3u8
SBS Movies,https://sbs-live.akamaized.net/hls/live/2005470/channel5/geo/master_2500K.m3u8
SBS Food,https://sbs-live.akamaized.net/hls/live/2002829-b/channel3/geo/master_1800K.m3u8
SBS Viceland,https://sbs-live.akamaized.net/hls/live/2002828/channel2/geo/master_2500K.m3u8
SBS One,https://i.mjh.nz/au/Adelaide/tv.320203000301.m3u8
SBS Movies,https://i.mjh.nz/au/Adelaide/tv.320203000307.m3u8
SBS Viceland,https://i.mjh.nz/au/Adelaide/tv.320203000303.m3u8
SBS Food,https://i.mjh.nz/au/Adelaide/tv.320203000304.m3u8
ABC Kids,https://c.mjh.nz/101002210222/
ABC Me,https://c.mjh.nz/101002210224/
ABC Comedy,https://c.mjh.nz/abc2/
ABC,https://c.mjh.nz/101002210221/
⑨阿德莱德,https://i.mjh.nz/au/Adelaide/tv.101204500451.m3u8
⑨Life,https://i.mjh.nz/au/Adelaide/tv.101204500454.m3u8
⑨Go!,https://i.mjh.nz/au/Adelaide/tv.101204500458.m3u8
⑨Gem,https://i.mjh.nz/au/Adelaide/tv.101204500457.m3u8
⑩阿德莱德,https://i.mjh.nz/au/Adelaide/tv.101406050655.m3u8
⑩Peach,https://i.mjh.nz/au/Adelaide/tv.101406050658.m3u8
雪山电视,https://dcunilive30-lh.akamaihd.net/i/dclive_1@535229/index_150_av-p.m3u8?sd=6&rebase=on
红牛运动,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
Sky Racing 1,https://skylivesky-i.akamaihd.net/hls/live/569780/skylive/sky1_extreme@569780.m3u8
Sky Racing 2,https://skylivesky-i.akamaihd.net/hls/live/569780/skylive/sky2_extreme@569780.m3u8
Sky Thoroughbred Central,https://skylivesky-i.akamaihd.net/hls/live/569780/skylive/stcsd_extreme@569780.m3u8
Bloomberg AU,https://liveprodapnortheast.global.ssl.fastly.net/oz1/Channel-OZTVqvs-AWS-tokyo-1/Source-OZTVqvs-1000-1_live.m3u8
Racing.com,https://racingvic-i.akamaized.net/hls/live/598695/racingvic/628.m3u8
⑦阿德莱德,https://i.mjh.nz/au/Adelaide/tv.101305050550.m3u8
⑦TWO,https://i.mjh.nz/au/Adelaide/tv.101305050552.m3u8
⑦mate,https://i.mjh.nz/au/Adelaide/tv.101305050553.m3u8
⑦flix,https://i.mjh.nz/au/Adelaide/tv.101305050555.m3u8

NITV,https://i.mjh.nz/au/Adelaide/tv.320203000305.m3u8

Redbull TV,https://i.mjh.nz/au/Adelaide/tv.redbull.tv.m3u8
Outdoor Channel,https://i.mjh.nz/au/Adelaide/tv.7outdoor.m3u8
RACING.COM,https://i.mjh.nz/au/Adelaide/tv.101305020528.m3u8
PAC-12,https://i.mjh.nz/au/Adelaide/tv.7pac12.m3u8
C31,https://dcunilive47-lh.akamaihd.net/i/dclive_1@739220/master.m3u8
TVSN购物,http://tvsn-i.akamaihd.net/hls/live/261837/tvsn_nz/tvsn_nz_750.m3u8
新西兰Kordia,https://ptvlive.kordia.net.nz/out/v1/3fc2254c865a457c8d7fbbce227a2aae/index.m3u8
新西兰Maori,https://bcsecurelivehls-i.akamaihd.net//hls/live/720612/1614493167001_1/master_iPad1080p.m3u8
新西兰Te Reo,https://bcsecurelivehls-i.akamaihd.net//hls/live/720613/1614493167001_2/master_iPad1080p.m3u8
斐济,https://api.new.livestream.com/accounts/19514369/events/6947821/live.m3u8?checkedby:iptvcat.com
ABC News Radio,http://live-radio01.mediahubaustralia.com/PBW/aac/
Coles Radio,http://coles.streaming.novaentertainment.com.au/vic
Smooth FM915,https://21423.live.streamtheworld.com/SMOOTH915_AAC48_SC
ABC 774,https://abcradiolivehls-lh.akamaihd.net/i/localmelbourne_1@327266/master.m3u8
ABC Can,http://abcradiolivehls-lh.akamaihd.net/i/localcanberra_1@327263/master.m3u8
ABC Mel,https://abcradiolivehls-lh.akamaihd.net/i/localmelbourne_1@327266/master.m3u8
ABC Jazz,http://abcradiolivehls-lh.akamaihd.net/i/abcjazz_1@327288/master.m3u8

越南①,#genre#
TTXVN,https://livecdn.fptplay.net/sda/ttxvn_hls.smil/chunklist_b2500000.m3u8
TTXVN,https://htv-drm-live-cdn.fptplay.net/CDN-FPT02/TTXVN-SD-ABR/HTV-ABR/TTXVN-SD-720p/playlist.m3u8
VTV①HD,http://hoaudp.vinaddns.com:9981/stream/channelid/1689247201?ticket=25B968614EA24FD71C61B12B4A9F6D72882E043C&profile=pass
VTV③HD,http://hoaudp.vinaddns.com:9981/stream/channelid/1375499921?ticket=10CF83EF298F24FD6303D19BB81594C6C8206B2C&profile=pass
VTV⑥HD,https://htv-drm-live-cdn.fptplay.net/CDN-FPT02/VTV6-HD-1080p/playlist.m3u8
VTV⑥HD,https://htv-drm-live-cdn.fptplay.net/CDN-FPT02/VTV6-HD-1080p/playlist.m3u8
VTV⑦HD,https://livecdn.fptplay.net/hda/vtv7hd_2000.stream/chunklist.m3u8
VTV⑧HD,https://subs-livecdn.fptplay.net/hda/vtv8hd_hls.smil/chunklist_b2500000.m3u8
VTV⑧HD,https://livecdn.fptplay.net/hda/vtv8hd_hls.smil/playlist.m3u8
VTV⑨HD,https://livecdn.fptplay.net/hda/vtv9_2000.stream/chunklist.m3u8
VTV⑨HD,https://livecdn.fptplay.net/hda/vtv9_hls.smil/playlist.m3u8
VTV⑨HD,https://htv-drm-live-cdn.fptplay.net/CDN-FPT02/VTV9-HD-1080p/playlist.m3u8

HA NOI①HD,https://livecdn.fptplay.net/sdc/hanoitv1_2000.stream/chunklist.m3u8?
HA NOI②HD,https://livecdn.fptplay.net/sdc/hanoitv2_2000.stream/chunklist.m3u8?
HTV①HD,https://livecdn.fptplay.net/sdb/htv1_hls.smil/chunklist_b2500000.m3u8
HTV①HD,https://htv-drm-live-cdn.fptplay.net/CDN-FPT02/HTV1-SD-480p/playlist.m3u8

HTV②HD,https://livecdn.fptplay.net/hda/htv2hd_hls.smil/chunklist_b2500000.m3u8
HTV②HD,http://htv-drm-live-cdn.fptplay.net/CDN-FPT02/HTV2-HD-1080p/playlist.m3u8

HTV③HD,https://livecdn.fptplay.net/sdb/htv3_2000.stream/chunklist.m3u8

BTV①HD,https://livecdn.fptplay.net/hda/btv1_2000.stream/chunklist.m3u8
BTV②HD,https://livecdn.fptplay.net/hda/btv2_2000.stream/chunklist.m3u8
BTV④ HDiMovie,https://livecdn.fptplay.net/hda/btv4hd_2000.stream/chunklist.m3u8
BTV⑥,https://livecdn.fptplay.net/sda/vietteen_2000.stream/chunklist.m3u8
BTV⑨An Viên,https://livecdn.fptplay.net/sdc/btv9_2000.stream/chunklist.m3u8
BTV⑩NCM,https://livecdn.fptplay.net/sda/ncm_2000.stream/chunklist.m3u8
BTV⑪,https://livecdn.fptplay.net/sda/btv11_2000.stream/chunklist.m3u8
VTC②,https://livecdn.fptplay.net/sdb/vtc2_hls.smil/chunklist_b2500000.m3u8
VTC④,https://livecdn.fptplay.net/sdc/vtc4_hls.smil/chunklist_b2500000.m3u8
VTC⑤,https://livecdn.fptplay.net/sdb/vtc5_hls.smil/chunklist_b2500000.m3u8
