央视,#genre#
昆明科学教育,http://wshls.live.migucloud.com/live/ZBXWIMTD_C0/playlist.m3u8
昆明文体娱乐,http://wshls.live.migucloud.com/live/6KN3ZB2S_C0/playlist.m3u8
昆明影视综艺,http://wshls.live.migucloud.com/live/KYLNJWFD_C0/playlist.m3u8
昆明公共,http://wshls.live.migucloud.com/live/UD0YLY2G_C0_3/playlist.m3u8
楚雄公共,http://hwzbout.yunshicloud.com/gbqei5/12661u.m3u8
红河综合,http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
丽江公共,http://hwzbout.yunshicloud.com/mj1170/06qk26.m3u8
普洱公共,http://39.130.215.218:6610/gitv_live/G_PUERTV-2/G_PUERTV-2.m3u8

山西公共,http://live2.sxrtv.com/flvss?bitrate=512000&channel=Shan1XiPublic
山西影视,http://live2.sxrtv.com/flvss?bitrate=512000&channel=Shan1XiFilm
山西经济,http://live3.sxrtv.com/flvss?bitrate=512000&channel=Shan1XiFinance
山西黄河,http://live3.sxrtv.com/flvss?bitrate=512000&channel=HuangHeNews&start=0&provider=www.tvmining.com
山西经济,http://live3.sxrtv.com/flvss?bitrate=800000&channel=Shan1XiFinance&start=0&provider=www.tvmining.com
山西影视,http://live2.sxrtv.com/flvss?bitrate=800000&channel=Shan1XiFilm&start=0&provider=www.tvmining.com
山西科教,http://live3.sxrtv.com/flvss?bitrate=800000&channel=Shan1XiEdu&start=0&provider=www.tvmining.com
辽宁卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001296/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
辽宁都市,http://hdtv.haust.edu.cn/hls/hls88.m3u8
辽宁生活,http://hdtv.haust.edu.cn/hls/hls96.m3u8
辽宁影视,http://hdtv.haust.edu.cn/hls/hls97.m3u8
辽宁北方,http://hdtv.haust.edu.cn/hls/hls55.m3u8
沈阳新闻综合,http://hdtv.haust.edu.cn/hls/hls142.m3u8
沈阳新闻综合,http://hdtv.haust.edu.cn/hls/hls9.m3u8
海城①台,http://123.246.201.81:9000/live/wl0.m3u8
海城②台,http://123.246.201.81:9000/live/wl1.m3u8
海城③台,http://123.246.201.81:9000/live/wl2.m3u8
海城④台,http://123.246.201.81:9000/live/wl3.m3u8

哈尔滨新闻,http://39.134.65.162/PLTV/88888888/224/3221225684/index.m3u8
哈尔滨新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225745/index.m3u8
哈尔滨影视,http://39.134.65.162/PLTV/88888888/224/3221225700/index.m3u8
哈尔滨影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225760/index.m3u8
哈尔滨娱乐,http://39.134.65.162/PLTV/88888888/224/3221225699/index.m3u8
哈尔滨娱乐,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225759/index.m3u8
哈尔滨资讯,http://39.134.65.162/PLTV/88888888/224/3221225697/index.m3u8



其他,#genre#

CCTV13 新闻,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225817/index.m3u8
CCTV13 新闻,http://223.110.241.137:6610/gitv/live1/G_CCTV-13-HQ/G_CCTV-13-HQ/.m3u8

CCTV13 新闻,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8



凤凰资讯,https://player.ggiptv.com/v/ifeng.php?id=1

卡酷少儿,http://39.134.115.163:8080/PLTV/88888910/224/3221225677/index.m3u8
优漫卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225665/index.m3u8
哈哈炫动,http://39.134.115.163:8080/PLTV/88888910/224/3221225720/index.m3u8

Astro双星,http://50.7.161.82:8278/streams/d/Shuangxing/playlist.m3u8
Astro小太阳,http://50.7.161.82:8278/streams/d/Xiaotaiyang/playlist.m3u8
Astro全佳,http://50.7.161.82:8278/streams/d/Quanjia/playlist.m3u8

Astro华丽,http://50.7.161.82:8278/streams/d/Wlt/playlist.m3u8
Astro欢喜,http://50.7.161.82:8278/streams/d/Huahee/playlist.m3u8
Astro爱奇艺,http://185.180.221.194:8278/streams/d/Qiyi/playlist.m3u8



电影,#genre#


斗鱼③港片,http://tx2play1.douyucdn.cn/live/85894rmovieChow.flv
斗鱼③港片,http://tx2play1.douyucdn.cn/85894rmovieChow_4000p.xs?uuid=
斗鱼③港片,http://tx2play1.douyucdn.cn/live/85894rmovieChow_2000p.m3u8?uuid=




央视电影,http://39.134.19.57/PLTV/88888888/224/3221225811/index.m3u8

华语电影,http://101.71.255.229:6610/zjhs/2/10052/index.m3u8?virtualDomain=zjhs.live_hls.zte.com

美亚电影,mitv://147.135.39.171:9906/5e7cf98e00020cab3dc388220eeb0f7e.ts


福州影视,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8

西安影视,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
东至影视,http://223.247.33.124:1935/live/yingshi/playlist.m3u8
黄骅影视,http://hbhh.chinashadt.com:2111/live/hhys.stream/playlist.m3u8
江苏影视,http://223.110.243.135/PLTV/4/224/3221225937/index.m3u8
四川影视,http://scgctvshow.sctv.com/hdlive/sctv5/1.m3u8


重庆影视,http://219.153.252.50/PLTV/88888888/224/3221225638/1.m3u8




电台,#genre# 

深圳快乐1062(,http://ls.qingting.fm/live/1272.m3u8

深圳缤纷104,http://live.xmcdn.com/live/267/64.m3u8
深圳星光99,http://ls.qingting.fm/live/28132.m3u8






收音机网络,http://live.xmcdn.com/live/1006/64.m3u8
萤火虫网络,http://ls.qingting.fm/live/4998.m3u8

CRI环球资讯,http://sk.cri.cn/905.m3u8
CRI环球资讯,http://live.xmcdn.com/live/1040/64.m3u8
CRI环球资讯,http://ls.qingting.fm/live/24035.m3u8
CRI中文环球,http://sk.cri.cn/hyhq.m3u8
CRI中文环球,http://live.xmcdn.com/live/1043/64.m3u8
CRI中文环球,http://ls.qingting.fm/live/4995.m3u8

CRIHitFM,http://sk.cri.cn/887.m3u8
CRIHitFM,http://live.xmcdn.com/live/75/64.m3u8
CRIHitFM,http://ls.qingting.fm/live/1007.m3u8



中国校园之声,http://ls.qingting.fm/live/24229.m3u8
中国校园之声,http://live.xmcdn.com/live/9/64.m3u8

环球资讯广播,http://sk.cri.cn/905.m3u8
环球资讯广播,http://live.xmcdn.com/live/1040/64.m3u8
环球资讯广播,http://ls.qingting.fm/live/24035.m3u8
中文环球广播,http://sk.cri.cn/hyhq.m3u8
中文环球广播,http://live.xmcdn.com/live/1043/64.m3u8
中文环球广播,http://ls.qingting.fm/live/4995.m3u8


华文电台,#genre# 

新加坡96.3,https://22283.live.streamtheworld.com/HAO_963AAC.aac?dist=sphradio-web&tdsdk=js-2.9&pname=TDSdk&pversion=2.9&banners=none&sbmid=51067620-029b-494c-d7b6-d1a3d14e5875
马来MyFM ,http://astro1.rastream.com/myfm
马来Melody,http://astro3.rastream.com/melody
墨尔本3CW,http://streamer2.rightclickitservices.com:7210/;stream.mp3

纽约AM1380,http://mobilewkdm.serverroom.us:6912/;stream.mp3/playlist.m3u8

